Query,Tweet_count,Username,Text,Created At,Retweets,Likes,Tokenized text,Lemmatized text,label
sports,72,St. Paul Athletics,"girls junior varsity basketball st paul catholic high school vs brookfield high school

stream high school sports live and on demand on any device with the nfhs network
 ",Sat Jan 25 14:35:12 +0000 2025,0,0,"['girls', 'junior', 'varsity', 'basketball', 'st', 'paul', 'catholic', 'high', 'school', 'vs', 'brookfield', 'high', 'school', 'stream', 'high', 'school', 'sports', 'live', 'and', 'on', 'demand', 'on', 'any', 'device', 'with', 'the', 'nfhs', 'network']","['girl', 'junior', 'varsity', 'basketball', 'st', 'paul', 'catholic', 'high', 'school', 'vs', 'brookfield', 'high', 'school', 'stream', 'high', 'school', 'sport', 'live', 'and', 'on', 'demand', 'on', 'any', 'device', 'with', 'the', 'nfhs', 'network']",neutral
global economy,28,Kemoi ✨️,"kenyas diversified economy is growing steadily despite global economic challenges

progressyoucansee
kenya declared positive ",Sat Jan 25 13:58:13 +0000 2025,0,0,"['kenyas', 'diversified', 'economy', 'is', 'growing', 'steadily', 'despite', 'global', 'economic', 'challenges', 'progressyoucansee', 'kenya', 'declared', 'positive']","['kenyas', 'diversify', 'economy', 'be', 'grow', 'steadily', 'despite', 'global', 'economic', 'challenge', 'progressyoucansee', 'kenya', 'declare', 'positive']",positive
artificial intelligence,82,Markets Today,"meta meta is turning up the heat on the ai competition

ceo mark zuckerberg announced that the company plans to pour billions more into its artificial intelligence development efforts",Sat Jan 25 13:45:00 +0000 2025,0,0,"['meta', 'meta', 'is', 'turning', 'up', 'the', 'heat', 'on', 'the', 'ai', 'competition', 'ceo', 'mark', 'zuckerberg', 'announced', 'that', 'the', 'company', 'plans', 'to', 'pour', 'billions', 'more', 'into', 'its', 'artificial', 'intelligence', 'development', 'efforts']","['meta', 'meta', 'be', 'turn', 'up', 'the', 'heat', 'on', 'the', 'ai', 'competition', 'ceo', 'mark', 'zuckerberg', 'announce', 'that', 'the', 'company', 'plan', 'to', 'pour', 'billion', 'more', 'into', 'its', 'artificial', 'intelligence', 'development', 'effort']",neutral
elon musk,10,The Peninsula Qatar,"facebook parent meta has begun testing ads on its newest social network threads as the company continues to grow its alternative to elon musks x

meta x twitter threads 
",Sat Jan 25 14:15:00 +0000 2025,0,0,"['facebook', 'parent', 'meta', 'has', 'begun', 'testing', 'ads', 'on', 'its', 'newest', 'social', 'network', 'threads', 'as', 'the', 'company', 'continues', 'to', 'grow', 'its', 'alternative', 'to', 'elon', 'musks', 'x', 'meta', 'x', 'twitter', 'threads']","['facebook', 'parent', 'meta', 'have', 'begin', 'test', 'ad', 'on', 'its', 'new', 'social', 'network', 'thread', 'as', 'the', 'company', 'continue', 'to', 'grow', 'its', 'alternative', 'to', 'elon', 'musk', 'x', 'meta', 'x', 'twitter', 'thread']",positive
global economy,58,Steven Van Metre - AI 👑,with consumers pulling back on spending and growing job market concerns its clear the us economy is in a precarious position affecting global markets now is the time to pay close attention to these economic signals globaleconomy economicrisks,Sat Jan 25 13:35:03 +0000 2025,0,0,"['with', 'consumers', 'pulling', 'back', 'on', 'spending', 'and', 'growing', 'job', 'market', 'concerns', 'its', 'clear', 'the', 'us', 'economy', 'is', 'in', 'a', 'precarious', 'position', 'affecting', 'global', 'markets', 'now', 'is', 'the', 'time', 'to', 'pay', 'close', 'attention', 'to', 'these', 'economic', 'signals', 'globaleconomy', 'economicrisks']","['with', 'consumer', 'pull', 'back', 'on', 'spending', 'and', 'grow', 'job', 'market', 'concern', 'its', 'clear', 'the', 'us', 'economy', 'be', 'in', 'a', 'precarious', 'position', 'affect', 'global', 'market', 'now', 'be', 'the', 'time', 'to', 'pay', 'close', 'attention', 'to', 'these', 'economic', 'signal', 'globaleconomy', 'economicrisk']",negative
climate change,3,DI,harparr1 shes leaving the countryand the wildfires were set and had nothing to do with climate change,Sat Jan 25 14:22:13 +0000 2025,0,0,"['harparr1', 'shes', 'leaving', 'the', 'countryand', 'the', 'wildfires', 'were', 'set', 'and', 'had', 'nothing', 'to', 'do', 'with', 'climate', 'change']","['harparr1', 'she', 's', 'leave', 'the', 'countryand', 'the', 'wildfire', 'be', 'set', 'and', 'have', 'nothing', 'to', 'do', 'with', 'climate', 'change']",negative
space exploration,37,Aidarosgo,"5 space exploration  

with musks spacex leading the charge trump administration might foster a more businessfriendly space policy reducing red tape for private space enterprises this sector could see growth in satellite internet projects like starlink and space travel ",Sat Jan 25 12:58:07 +0000 2025,0,0,"['5', 'space', 'exploration', 'with', 'musks', 'spacex', 'leading', 'the', 'charge', 'trump', 'administration', 'might', 'foster', 'a', 'more', 'businessfriendly', 'space', 'policy', 'reducing', 'red', 'tape', 'for', 'private', 'space', 'enterprises', 'this', 'sector', 'could', 'see', 'growth', 'in', 'satellite', 'internet', 'projects', 'like', 'starlink', 'and', 'space', 'travel']","['5', 'space', 'exploration', 'with', 'musk', 'spacex', 'lead', 'the', 'charge', 'trump', 'administration', 'might', 'foster', 'a', 'more', 'businessfriendly', 'space', 'policy', 'reduce', 'red', 'tape', 'for', 'private', 'space', 'enterprise', 'this', 'sector', 'could', 'see', 'growth', 'in', 'satellite', 'internet', 'project', 'like', 'starlink', 'and', 'space', 'travel']",positive
bitcoin,5,𝐸𝒯𝐻𝐼𝒞𝒜𝐿 𝐻𝒜𝒞𝒦𝐸𝑅𝒮•🅷🆀🌏🎖️,jwbit kuex tost  have you been scammed issues with your wallet missing funds or sent to the wrong address lost tokens or solana dm us for help  eedly otc bitcoin usdt toxsea solana sol crypto paofc temity bytecross iewq neptunenetwork brckex kuex ,Sat Jan 25 14:23:57 +0000 2025,0,0,"['jwbit', 'kuex', 'tost', 'have', 'you', 'been', 'scammed', 'issues', 'with', 'your', 'wallet', 'missing', 'funds', 'or', 'sent', 'to', 'the', 'wrong', 'address', 'lost', 'tokens', 'or', 'solana', 'dm', 'us', 'for', 'help', 'eedly', 'otc', 'bitcoin', 'usdt', 'toxsea', 'solana', 'sol', 'crypto', 'paofc', 'temity', 'bytecross', 'iewq', 'neptunenetwork', 'brckex', 'kuex']","['jwbit', 'kuex', 'tost', 'have', 'you', 'be', 'scamme', 'issue', 'with', 'your', 'wallet', 'miss', 'fund', 'or', 'send', 'to', 'the', 'wrong', 'address', 'lose', 'token', 'or', 'solana', 'dm', 'we', 'for', 'help', 'eedly', 'otc', 'bitcoin', 'usdt', 'toxsea', 'solana', 'sol', 'crypto', 'paofc', 'temity', 'bytecross', 'iewq', 'neptunenetwork', 'brckex', 'kuex']",negative
sports,75,New York Sports Addict,iameliracks thats just straight up wrong theres no scenario where sanders is anything more than a game manager in the nfl who can be elevated by his surroundings doesnt have the arm he might break david carrs sack record too,Sat Jan 25 14:35:11 +0000 2025,0,0,"['iameliracks', 'thats', 'just', 'straight', 'up', 'wrong', 'theres', 'no', 'scenario', 'where', 'sanders', 'is', 'anything', 'more', 'than', 'a', 'game', 'manager', 'in', 'the', 'nfl', 'who', 'can', 'be', 'elevated', 'by', 'his', 'surroundings', 'doesnt', 'have', 'the', 'arm', 'he', 'might', 'break', 'david', 'carrs', 'sack', 'record', 'too']","['iamelirack', 'that', 's', 'just', 'straight', 'up', 'wrong', 'there', 's', 'no', 'scenario', 'where', 'sander', 'be', 'anything', 'more', 'than', 'a', 'game', 'manager', 'in', 'the', 'nfl', 'who', 'can', 'be', 'elevate', 'by', 'his', 'surrounding', 'do', 'not', 'have', 'the', 'arm', 'he', 'might', 'break', 'david', 'carrs', 'sack', 'record', 'too']",neutral
bitcoin,4,Crypt0 Radar News,abrahamnaidoo bitcoinmagazine jprichardson realdonaldtrump while bitcoin has its merits diversifying a strategic reserve with other cryptocurrencies could indeed offer broader benefits including coins from trumps campaign like xrp sol and usdc could provide stability and innovation however we must ensure these selections are made,Sat Jan 25 14:23:57 +0000 2025,0,0,"['abrahamnaidoo', 'bitcoinmagazine', 'jprichardson', 'realdonaldtrump', 'while', 'bitcoin', 'has', 'its', 'merits', 'diversifying', 'a', 'strategic', 'reserve', 'with', 'other', 'cryptocurrencies', 'could', 'indeed', 'offer', 'broader', 'benefits', 'including', 'coins', 'from', 'trumps', 'campaign', 'like', 'xrp', 'sol', 'and', 'usdc', 'could', 'provide', 'stability', 'and', 'innovation', 'however', 'we', 'must', 'ensure', 'these', 'selections', 'are', 'made']","['abrahamnaidoo', 'bitcoinmagazine', 'jprichardson', 'realdonaldtrump', 'while', 'bitcoin', 'have', 'its', 'merit', 'diversify', 'a', 'strategic', 'reserve', 'with', 'other', 'cryptocurrencie', 'could', 'indeed', 'offer', 'broad', 'benefit', 'include', 'coin', 'from', 'trumps', 'campaign', 'like', 'xrp', 'sol', 'and', 'usdc', 'could', 'provide', 'stability', 'and', 'innovation', 'however', 'we', 'must', 'ensure', 'these', 'selection', 'be', 'make']",positive
artificial intelligence,60,Jila Adam 🍉🍉🇵🇸🇪🇦🇦🇺🇦🇪,"jeetonomics india

ranked in the top 5 countries for 45 out of 64 critical technologies in 2023 124

improved from just 4 technologies in 20032007 to 45 in 2023

ranks 3rd globally in artificial intelligence behind only us and china 25",Sat Jan 25 13:55:40 +0000 2025,0,0,"['jeetonomics', 'india', 'ranked', 'in', 'the', 'top', '5', 'countries', 'for', '45', 'out', 'of', '64', 'critical', 'technologies', 'in', '2023', '124', 'improved', 'from', 'just', '4', 'technologies', 'in', '20032007', 'to', '45', 'in', '2023', 'ranks', '3rd', 'globally', 'in', 'artificial', 'intelligence', 'behind', 'only', 'us', 'and', 'china', '25']","['jeetonomics', 'india', 'rank', 'in', 'the', 'top', '5', 'country', 'for', '45', 'out', 'of', '64', 'critical', 'technology', 'in', '2023', '124', 'improve', 'from', 'just', '4', 'technology', 'in', '20032007', 'to', '45', 'in', '2023', 'rank', '3rd', 'globally', 'in', 'artificial', 'intelligence', 'behind', 'only', 'we', 'and', 'china', '25']",positive
electric vehicles,93,EVMagz - Electric Vehicles Magazine,"the pit boost feature will allow drivers to recharge their cars during a pit stop marking a significant milestone in the evolution of electric racing

",Sat Jan 25 10:36:00 +0000 2025,0,1,"['the', 'pit', 'boost', 'feature', 'will', 'allow', 'drivers', 'to', 'recharge', 'their', 'cars', 'during', 'a', 'pit', 'stop', 'marking', 'a', 'significant', 'milestone', 'in', 'the', 'evolution', 'of', 'electric', 'racing']","['the', 'pit', 'boost', 'feature', 'will', 'allow', 'driver', 'to', 'recharge', 'their', 'car', 'during', 'a', 'pit', 'stop', 'mark', 'a', 'significant', 'milestone', 'in', 'the', 'evolution', 'of', 'electric', 'racing']",positive
electric vehicles,86,MichCapCon,drive less use less energy switch to electric vehicles says grand rapids climate action plan ,Sat Jan 25 11:03:00 +0000 2025,1,3,"['drive', 'less', 'use', 'less', 'energy', 'switch', 'to', 'electric', 'vehicles', 'says', 'grand', 'rapids', 'climate', 'action', 'plan']","['drive', 'less', 'use', 'less', 'energy', 'switch', 'to', 'electric', 'vehicle', 'say', 'grand', 'rapid', 'climate', 'action', 'plan']",neutral
global economy,23,The Good Statistician aka Nigel Jacklin,lukejohnsonrcp whilst there is a school of economics that says that government spending can boost the economy as that money gets respent in the economy this governments subsidised investments seem to allow that money to leak out of the uk into global companieswhich could well exacerbate,Sat Jan 25 14:04:33 +0000 2025,0,0,"['lukejohnsonrcp', 'whilst', 'there', 'is', 'a', 'school', 'of', 'economics', 'that', 'says', 'that', 'government', 'spending', 'can', 'boost', 'the', 'economy', 'as', 'that', 'money', 'gets', 'respent', 'in', 'the', 'economy', 'this', 'governments', 'subsidised', 'investments', 'seem', 'to', 'allow', 'that', 'money', 'to', 'leak', 'out', 'of', 'the', 'uk', 'into', 'global', 'companieswhich', 'could', 'well', 'exacerbate']","['lukejohnsonrcp', 'whilst', 'there', 'be', 'a', 'school', 'of', 'economic', 'that', 'say', 'that', 'government', 'spending', 'can', 'boost', 'the', 'economy', 'as', 'that', 'money', 'get', 'respent', 'in', 'the', 'economy', 'this', 'government', 'subsidise', 'investment', 'seem', 'to', 'allow', 'that', 'money', 'to', 'leak', 'out', 'of', 'the', 'uk', 'into', 'global', 'companieswhich', 'could', 'well', 'exacerbate']",neutral
elon musk,31,Elon Musk is a deadbeat dad,campariwithsalt gbnews i mean its fairly difficult dealing with mentally challenged clowns and pedophiles like you can i suggest you stay away from children they dont want you molesting them,Sat Jan 25 14:14:30 +0000 2025,0,0,"['campariwithsalt', 'gbnews', 'i', 'mean', 'its', 'fairly', 'difficult', 'dealing', 'with', 'mentally', 'challenged', 'clowns', 'and', 'pedophiles', 'like', 'you', 'can', 'i', 'suggest', 'you', 'stay', 'away', 'from', 'children', 'they', 'dont', 'want', 'you', 'molesting', 'them']","['campariwithsalt', 'gbnew', 'I', 'mean', 'its', 'fairly', 'difficult', 'dealing', 'with', 'mentally', 'challenge', 'clown', 'and', 'pedophile', 'like', 'you', 'can', 'I', 'suggest', 'you', 'stay', 'away', 'from', 'child', 'they', 'do', 'not', 'want', 'you', 'molest', 'they']",negative
bitcoin,26,LPEM FEB UI,ethereum and eth power the decentralized revolution  btc eth bitcoin ethereum xrp trump mstr ,Sat Jan 25 14:23:43 +0000 2025,0,0,"['ethereum', 'and', 'eth', 'power', 'the', 'decentralized', 'revolution', 'btc', 'eth', 'bitcoin', 'ethereum', 'xrp', 'trump', 'mstr']","['ethereum', 'and', 'eth', 'power', 'the', 'decentralized', 'revolution', 'btc', 'eth', 'bitcoin', 'ethereum', 'xrp', 'trump', 'mstr']",neutral
healthcare,28,Will,"yallqunt she ran on 
 genocide
 continuing our broken healthcare system
 conceding to republicans on every possible issue",Sat Jan 25 14:35:44 +0000 2025,0,0,"['yallqunt', 'she', 'ran', 'on', 'genocide', 'continuing', 'our', 'broken', 'healthcare', 'system', 'conceding', 'to', 'republicans', 'on', 'every', 'possible', 'issue']","['yallqunt', 'she', 'run', 'on', 'genocide', 'continue', 'our', 'break', 'healthcare', 'system', 'concede', 'to', 'republican', 'on', 'every', 'possible', 'issue']",negative
healthcare,77,Junior,bbcpolitics focusing on women footballers needing to be on birthday cards instead of the violence against women and girls rapists and pedophiles are not in prison human trafficking rings are growing government corruption is the norm healthcare is on its knees,Sat Jan 25 14:33:12 +0000 2025,0,0,"['bbcpolitics', 'focusing', 'on', 'women', 'footballers', 'needing', 'to', 'be', 'on', 'birthday', 'cards', 'instead', 'of', 'the', 'violence', 'against', 'women', 'and', 'girls', 'rapists', 'and', 'pedophiles', 'are', 'not', 'in', 'prison', 'human', 'trafficking', 'rings', 'are', 'growing', 'government', 'corruption', 'is', 'the', 'norm', 'healthcare', 'is', 'on', 'its', 'knees']","['bbcpolitic', 'focus', 'on', 'woman', 'footballer', 'need', 'to', 'be', 'on', 'birthday', 'card', 'instead', 'of', 'the', 'violence', 'against', 'woman', 'and', 'girl', 'rapist', 'and', 'pedophile', 'be', 'not', 'in', 'prison', 'human', 'trafficking', 'ring', 'be', 'grow', 'government', 'corruption', 'be', 'the', 'norm', 'healthcare', 'be', 'on', 'its', 'knee']",negative
electric vehicles,95,AJ,interesting tesla joined chinese and european automakers byd saic geely and bmw in a lawsuit against the european commission over tariffs on chinamade electric vehicles,Sat Jan 25 10:35:16 +0000 2025,9,97,"['interesting', 'tesla', 'joined', 'chinese', 'and', 'european', 'automakers', 'byd', 'saic', 'geely', 'and', 'bmw', 'in', 'a', 'lawsuit', 'against', 'the', 'european', 'commission', 'over', 'tariffs', 'on', 'chinamade', 'electric', 'vehicles']","['interesting', 'tesla', 'join', 'chinese', 'and', 'european', 'automaker', 'byd', 'saic', 'geely', 'and', 'bmw', 'in', 'a', 'lawsuit', 'against', 'the', 'european', 'commission', 'over', 'tariff', 'on', 'chinamade', 'electric', 'vehicle']",negative
climate change,1,"Posts are my own opinion, RP is not support.","qprever it would certainly save the taxpayer a lot of money his spending plans on the climate scam are huge 
he should speak to donald trump if he needs conformation that climate change claims are a scam",Sat Jan 25 14:22:29 +0000 2025,0,0,"['qprever', 'it', 'would', 'certainly', 'save', 'the', 'taxpayer', 'a', 'lot', 'of', 'money', 'his', 'spending', 'plans', 'on', 'the', 'climate', 'scam', 'are', 'huge', 'he', 'should', 'speak', 'to', 'donald', 'trump', 'if', 'he', 'needs', 'conformation', 'that', 'climate', 'change', 'claims', 'are', 'a', 'scam']","['qprever', 'it', 'would', 'certainly', 'save', 'the', 'taxpayer', 'a', 'lot', 'of', 'money', 'his', 'spending', 'plan', 'on', 'the', 'climate', 'scam', 'be', 'huge', 'he', 'should', 'speak', 'to', 'donald', 'trump', 'if', 'he', 'need', 'conformation', 'that', 'climate', 'change', 'claim', 'be', 'a', 'scam']",neutral
